,generation,auc,final_y,run,problem
1783,83,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1784,84,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1785,85,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1786,86,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1787,87,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1788,88,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1789,89,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1790,90,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1791,91,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1792,92,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1793,93,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1794,94,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1795,95,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1796,96,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1797,97,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1798,98,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1799,99,0.7131017870471436,7.065509160831305e-11,3,ellipsometry
1800,0,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1801,1,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1802,2,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1803,3,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1804,4,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1805,5,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1806,6,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1807,7,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1808,8,0.3669334528663475,0.00012094385909586264,4,ellipsometry
1809,9,0.3669334528663475,0.00010035905588643156,4,ellipsometry
1810,10,0.3669334528663475,0.00010035905588643156,4,ellipsometry
1811,11,0.3669334528663475,0.00010035905588643156,4,ellipsometry
1812,12,0.3669334528663475,0.00010035905588643156,4,ellipsometry
1813,13,0.4017005118984553,5.126344811877268e-06,4,ellipsometry
1814,14,0.4017005118984553,5.126344811877268e-06,4,ellipsometry
1815,15,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1816,16,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1817,17,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1818,18,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1819,19,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1820,20,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1821,21,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1822,22,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1823,23,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1824,24,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1825,25,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1826,26,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1827,27,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1828,28,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1829,29,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1830,30,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1831,31,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1832,32,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1833,33,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1834,34,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1835,35,0.4689877154674004,3.659158936262329e-07,4,ellipsometry
1836,36,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1837,37,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1838,38,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1839,39,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1840,40,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1841,41,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1842,42,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
1843,43,0.46937358471915847,3.659158936262329e-07,4,ellipsometry
